id_tweet,majority,source,tweet_text
1341436920803569668,non_homophobic,Twitter for iPhone, Have fun
1341441395345809409,homophobic,Twitter for iPhone,  Your a faggot
1341431889509437443,homophobic,iWantClips,Another Item Sold! Faggot Mantras  
1341439574468423682,homophobic,Twitter for Android, Seriously? How can anyone be proud of their bigotry? She from the KKK?
1341429418716225537,homophobic,Twitter Web App,"The most correct position for Sissy faggot Sasha for Christmas🥺👌👈 Do you like to see my ass against my face?😳🤳  It's so humiliating to spread such photos on social media🤭 Why do I love it so much?🙈💗  Share my Christmas photos with your Retweets🙏🙏🙏 "
1341405162062135298,not_sure,Twitter for iPhone,Fag and a red bull xx 
1341408756979122178,homophobic,Twitter for Android,"Only in Ashton would the bus driver have a fag while he's driving about 😂"
1341417444360003593,non_homophobic,Sprinklr Publisher," Our apologies for any inconvenience. Is there anything we can assist you with? We're just a tweet away 👍"
1341423289160364038,non_homophobic,Twitter Web App,"  I doubt her alleged bigotry is likely to bother bigots so no, that's not it."
1341398594578952193,non_homophobic,Twitter for Android, ad aph??
1341425111195410432,non_homophobic,Twitter for Android," well there is the sexism, misogyny, bigotry and racism to consider"
1341427267885477893,not_sure,Twitter for iPhone,". Some voices within the tribe welcomed the bigotry by  and  saying that it “helps” Orthodox Jews.  Funny that politicos did not want to “help” other minorities this way, and where is this help for Orthodox Jews when it comes to vaccines?"
1341411386161770501,non_homophobic,Twitter for iPhone," I’m not making this about myself. That’s shitty. Reminds me about Snowball. Unfortunately, he won’t be coming back. But he lives on... "
1341414524201676804,homophobic,Twitter for iPhone,This old White faggot only open his laptop for checking hot domme on Twitter Then sending and gooning.  How do i know?🤔  Asian teamviewer findom blackmail superior raceplay UK Germany France goddess sub drain parental control humanATM rinse expose humilation paypig moneyslave 
1341407370098958336,non_homophobic,Twitter for iPhone,I have no idea who really is trying to undo Pak? Why are we so insecure nation despite having ‘nuke’? This indoctrination has embedded bigotry for the other countries who have funded us for decades. 
1341422852751450124,non_homophobic,Twitter Web App,An expensive memorial to Trumpian Bigotry! 
1341422716193284098,non_homophobic,Twitter for iPhone, Me? A fag? Mind his business?! Lmao
1341414246043820035,non_homophobic,Twitter for iPhone,"There’s a new strain in GB. Idle Nationalism, blind idealism&bigotry means that won’t stop people travelling here. Then they can go south&Europe. Literally a decision that could cause the spread of a new virus that has killed literally tens of thousands of people around the globe "
1341402533668024321,homophobic,Twitter for Android,"   Calling someone a fag isn't better than them shut the fuck up"
1341422836863393793,not_sure,Twitter for Android,"    That's the great thing about Scotland. The complete lack of bigotry and sectarianism."
1341411600268464142,homophobic,Twitter for Android, Shut up you fag
1341379660106625024,not_sure,Twitter Web App,Quick back of fag packet calc... estimate 1000 lorries (from the drone pics) if each lorry were carrying av £100K of cargo... that would be 1000x£100K... £100M of cargo motionless in just two days.
1341426354835910661,not_sure,Twitter for iPad," Vapes saved me. I used them for under a year, then ditched them. Without vapes , I’d still be smoking, so short term fine, long term no. I tried and failed to give up smoking for years. Maybe 30 plus years without success. Over 5 years without a fag now."
1341409734801432577,non_homophobic,Twitter Web App," You are trad/rayta/this/that idk. But because you enable hayt and bigotry, you are kansilled."
1341419449799340032,non_homophobic,Twitter for Android," yeh i plan on painting the post card it came with a bit later! I'll definitely show it :D"
1341414723745697793,non_homophobic,Twitter for Android,"  Not with divisive, dishonesty, and bigotry like Ida's.  #SayNoToHate"
1341427442670575616,non_homophobic,Twitter for iPhone,    You saying “ show me proof” is an indication that you haven’t been paying attention OR you believe in a lot of hatred & bigotry he spewed! Either one! I’m done talking to you!
1341406245723451393,non_homophobic,Twitter for Android,"     There's somewhat more progressive assertion of love (inter caste, faith, same sex) in Indian society, BUT there's also more organised, assertive bigotry in society, so couples face not just familial opposition but POLITICAL violence that's now state-sponsored. +"
1341390480106467331,non_homophobic,Twitter Web App," i shoot those inside people's asses"
1341379301921452032,not_sure,"Cheap Bots, Done Quick!",I am doing your mum at your house because i can JEFNSONGJI faggot
1341382456545558529,non_homophobic,Twitter for Android," No Russian and u chose him.... God has nothing to do with those who purport hate, sexism, bigotry and divison.  I worry about the bible you are reading... 👀"
1341391870300049408,homophobic,Twitter for iPhone,Pathetic fag  #gay #gayfag #exposed #exposedgayfag 
1341380063414108161,non_homophobic,Twitter for iPhone,  Destiny fan trying to lecture me on bigotry. The incredible irony. Is that another word you need to look up? Remind me why he’s not on Twitter?  Dude I’m so sorry you’re so wound up on him. You’re young. Let him go.
1341373681738665989,homophobic,Twitter for Android,"                Yes, I do believe at the very fag end of the year, that sounds right. With 5 or 6 lifetimes I'd be quoting Shakespeare & Milton"
1341389776855941121,not_sure,Twitter for iPhone," It’s a very weird phenomenon. I don’t think they actually believe trans rights is a secret plot by evil men who hate women but I can’t figure out what the issue is other than simple, irrational bigotry."
1341394638922526724,non_homophobic,Twitter for Android,"2.7 billion for private religious schools in the new bill?! I really don't like my tax dollars supporting bigotry. Worst bill ever."
1341327134472585218,tie,Twitter Web App," there is no peace when you are redpilled, stop larping faggot"
1341395502080925699,not_sure,Twitter for Android,Mulan obviously 
1341384550182772738,not_sure,Twitter Web App,"  Naomi Osaka - Happy to play tournaments held in multiple countries where some of her fellow players would be put to death for being gay, writes about how ""bigotry is bad & MUST be opposed by speaking out & taking a stand!""  Disgusting hypocrite.  #Osaka #Hypocrite #WTA"
1341396886503256064,homophobic,Twitter for Android,are filled with envy and religious bigotry. Especially will the wrath of man be aroused against those who hallow the Sabbath of the fourth commandment; and at last a universal decree will denounce these as deserving of death. 
1341394224869208065,non_homophobic,Twitter Web App," You're worse than Isis. They are motivated by Faith. RepubliKKKans are motivated by greed & bigotry. Karma is undefeated and yours will be catching up to you soon."
1341390645626368010,not_sure,Twitter for iPhone,   What’s objective about bigotry
1341399283858354183,non_homophobic,Twitter for iPhone,"       He's a keen student and follower of  . They play up to the self-centred bigotry of a few residents and hide it in claims of 'listening to residents' as though it is the majority view."
1341389699710070784,homophobic,Twitter for iPhone," I don’t think it’s okay at all , why do you think it’s okay to call your gf a bitch that’s disrespectful how would you feel if your gf walked around calling you a faggot"
1341401051472273408,homophobic,Twitter for Android," I'm in the guy in the corner and the guy saying fag"
1341364448762744833,non_homophobic,Twitter for Android,  Mask your blueberry bigotry in whatever flowery language you wish. The fact remains that not even your berry purity propaganda can diminish the delicate deliciousness that is the blueberry. I rest my case. Move to adjourn.
1341323469791834112,non_homophobic,Twitter for iPhone,"  Again please. In English, preferably. This time, try not to let your bigotry get in the way, as it makes your gibberish even less understandable. Should we not go back to when Columbus ‘discovered’ America? WTF are pharoh and pyrmids? Most qualified? GTFOH! 🤣😂😅"
1341321153986650112,non_homophobic,Twitter for iPhone, small crumb of relief that every german politician is a huge fucking nerd
1341311003263291392,not_sure,Twitter for iPhone,"   That’s not what Bertrand Russell thought though, not in the case of clear bigotry; so it’s fucking odd to name the “prize” after him."
1341368657725820928,not_sure,Twitter for iPhone,   she/faggot 😂😂🙌🙌
1341312021686407173,non_homophobic,Twitter for iPhone, i want to suffocate to that place mmmh
1341313358017028097,not_sure,Twitter for Android,"   You just called trans people, categorically, deluded.  How does that not register in your head and bigotry?"
1341297232956583941,non_homophobic,Twitter for Android, did i
1341288329359355905,homophobic,Twitter for iPhone, I would hate to be his kid I wouldn’t do well dealing with knowing a gay pedo fag touchéd me
1341356775359037440,not_sure,Twitter for Android,"Hetero-normitivity, you mean normal Imagine Aqua-philia was conjured to describe drinking water Bi-pedal bigotry applied to walking on 2 legs instead of all 4 or using chairs Mad world."
1341298786631606273,not_sure,Twitter for Android,"This is fascism. And also presumption. It's not just you. The world does not belong to you. Do you want medieval rules? That they apply only to you as certain countries without democracy do to their citizens. We can do without you. #bigotry #obscurantism #hypocrisy "
1341290226380124160,non_homophobic,Twitter for Android,"      Yes, a public forum where ill-informed people like you feel expressing their ignorance and bigotry is more important than respecting other people's rights. Forget all the scientific evidence out there, you just want to be offensive."
1341361412518662145,non_homophobic,Twitter Web App,"This is NOT directed at Leo I'm just riffing now.   Is old right wing comedy just bigotry?  Manning, Davidson?  Is that why it's struggling to find traction now?"
1341339247496876037,non_homophobic,Twitter for Android,"if me stupid fag, why me still alive? hm ? riddle me This homophobez ."
1341348809301999624,non_homophobic,Twitter for iPhone, 20 years ago I read a book called “The easy way to stop smoking”. Haven’t had a fag since. It basically tells you everything you know already but if you use will power you will fail cos you psychologically think you are depriving yourselfof something you want.  It’s worth a try.
1341306692357648384,non_homophobic,Twitter Web App," Abolish Quran 2:221& remove the conflict of interest & potential criminal conspiracy. Then we can talk about secularism & interfaith blah blah blah. U can't keep bigotry&consider it as holy, spread it across this country& act like you believe secularism. Not going to happen! "
1341302459000451073,non_homophobic,Twitter for Android," My pronoun is not ""you guys"" Also, generalize & stereotype much... seems like your bigotry is creeping in."
1341320401582866432,not_sure,Twitter for Android," It's better to have tested positive for Covid than bigotry .  Yes , i am talking about Kangna ."
1341305416517599234,homophobic,Twitter for Android,i hate u racist fag i killed u wheb i played the game lol 
1341322568402231296,not_sure,Twitter Web App,"     Well thats a problem with my English not my attitude. I'm ok with people who are transgender.   I don't believe bigotry is behind Tulsi's bill. I believe its base don science and common sense and is appropriate for this issue in the context of federally funded schools."
1341312532791869441,non_homophobic,Twitter for Android,"      Many people don't really understand or better still they are hypocrites just like their leaders. They feel the ideologies of an incompetent leader is owned on the followers.   That's absolute bigotry to the truth and they would continued to be enslaved by their own thoughts"
1341354896604295169,homophobic,Twitter for Android,netflix giving him a platform means that they support the homophobia and bigotry that he embodies.   
1341285517321760769,not_sure,Twitter for iPhone, AKSHAJS yes purr thanks bestie ! 🥶 cold fag winter superior
1341263967751032832,non_homophobic,Twitter for iPhone, bxtch
1341370023420444672,non_homophobic,Twitter for Android, please stop ur biasness nd bigotry .....that is one sided narrative.....if u want to raise ur voice ....then raise ur voice for all religions....like i said there are movies like pk..oh my god..... suitable boy... but obviously u wont ...isnt it ??? 
1341339301783633920,non_homophobic,Twitter Web App, A hahah yess she is definitely based on some people I’ve hung out with. I love redneck culture when it’s minus any bigotry. They’ll smoke you up and teach you to gut a fish. I’m glad you’re liking her hehe now I just need to figure out how to make her appear in technicolor ovo
1341346778898042883,homophobic,Twitter Web App, please tell fag
1341302664076943360,not_sure,Twitter for Android," please complain to the BBC about this, to give Rowling an award not just in spite of but actually because of her bigotry is genuinely sickening."
1341344410404089856,non_homophobic,Twitter Web App," Oh it absolutely is Paul...it's just your innate intolerance and bigotry won't let your mind come to that conclusion...  It would hurt too much if it did...it's easier for you that way."
1341365742911037440,non_homophobic,Twitter for iPhone,uh oh lou said the Fag word time to cancel him 😰
1341321620544172035,non_homophobic,Twitter Web App,"   #Claptonsworstnightmare Powell's worst nightmare. Make this anti-bigotry anthem  No.1 for Brexit Day Jan 1st 2021    "
1341354392125992960,homophobic,Twitter Web App,stupid emo fag band had to go n keep me alive Ugh
1341356597797384193,homophobic,Twitter Web App,  you are a fag bro
1341324329275981824,tie,Twitter Web App," ""It was once a land of Hindus""  Is that all your pathetic ass can come up with ? Hindu rashtra, fake miracle, soul harvesting ? There is no incentive to your venom. Only ignorance and bigotry."
1341368315260915713,non_homophobic,Twitter Web App,"  More proof, if it were needed, not to listen or watch the BBC bigotry...."
1341369811415289857,non_homophobic,Twitter for iPhone,      You’re gonna wanna go uni or get a job (actually that’s fuckin unlikely) and they’ll see this and you won’t get it because of your bigotry 
1341368811396755458,homophobic,Twitter for Android,Getting drunk and screaming faggot in pubic just to feel christmassy
1341277580658233345,not_sure,Twitter Web App,"'There is no room for celebrating the bigotry of the Confederacy': Statue of Confederate Gen. Robert E. Lee removed from U.S. Capitol  Still busy erasing our History. Few more years no one will ever know there was a Civil War, Then Hitler will be A hero.🥴"
1341277763798495232,non_homophobic,Twitter for iPhone,"Girl you tweet your bigotry with confidence, ie. isbindi. It has everything to do with it. Sigqitywa yilonto futhuz. "
1341244489353064448,non_homophobic,Twitter for iPhone,"   GA will be a referendum on the Republican Party that has chosen to dive into a cesspool of hate, bigotry, xenophobia, lies and ignorance with Trump.  Many of us have left the party of shit and will vote for integrity.    "
1341243356324704256,homophobic,Twitter for iPhone, omg ofc i do faggot!
1341275232120811521,not_sure,Twitter for iPhone,the amount of times i’ve called billie a fag
1341246172548239361,non_homophobic,Twitter Web App,"  That's why religion is full of bigotry. You want atheist movement to be the same? Or should we aim for better?"
1341278233862549506,homophobic,Twitter for iPhone, YOURE THE FAGGOT
1341280519770804224,non_homophobic,Twitter Web App,"  These baseless stories get planted quite frequently- unlike KSA-UAE public opinion matters in Pak-Likud's role in anti-Muslim alliances and bigotry and derailing Arab Spring makes peace impossible as does occupation of Quds- Westerners must understand MBS-MBZ will be overthrown"
1341262375463178242,non_homophobic,Twitter for Android," Someone who has an issue with people of one religion, even chanting Jai Shri Ram (let alone celebrating) is asking for a holiday for celebrating Christmas. Shamelessness, hypocrisy, voter appeasement, bigotry - she is all-in-one package!"
1341257715893510144,not_sure,Twitter for iPhone,"i cant believe there’s a generation where blinks dont know who boyfr0nt, SEHUNATlON and harryyxy  is... "
1341263274319470592,non_homophobic,Twitter for iPhone, Well I’m fag so I can’t math 🤷🏽\u200d♂️
1341257366398889984,not_sure,Twitter for Android,"   Ok and inform me how the minority of heterosexual people are oppressing you, when they minority of LGBTQ engage in equal bigotry?  No one in their right mind wants to oppress anyone, and the minority of heterosexual people who do are -"
1341285502666887169,not_sure,Twitter for Android,"The problem with this tweet is that it's fine to be cis, don't beat up yourself over being cis, obviously, bigotry and phobia over non-cis people obviously exists, but cisphobia exists.  It's okay to be cis, I'm cis myself. /c"
1341284355579232256,non_homophobic,Twitter Web App,"  I\'m not saying that people would\'ve used ""pro-woman"" as their excuse for homophobia... but they\'ve always found a way to make it pro-*something* - pro-family, pro-morality, etc.  My point is that being overtly pro-something isn\'t proof against bigotry - it\'s just smart branding."
1341283756271779840,homophobic,Twitter for Android,"tw transphobia, ableism, azealia banks  delete delete delete there's reactionaties agreeing with her in the replies and quotes, we don't need to keep her relevant by spreading her bigotry around "
1341229725725814784,non_homophobic,Twitter Web App,"  A) That's the wrong definition, and B) Neither the real one or your word salad apply to the situation of someone just trying to live life away from bigotry."
1341167346547769345,not_sure,Twitter for iPhone,god i need so much shit for this little faggot 
1341231676559650816,non_homophobic,Twitter for Android, No bigotry!!! HERITAGE!!!!! READ YOUR HISTORY BOOKS!! YOU have no sense of liberty at all!! Break another seal!!
1341202825250971648,homophobic,Twitter Web App,  up on u down to liam maybe like 50 but ur an actual faggot and liam use to be the homie in iw so i have a certain level of respect for him but other than tht im not down to anybody except maybe 3 ppl rechall??
1341219931057238016,not_sure,Twitter Web App,"Europe's hostility toward religious outsiders is centuries old. The only thing that seems to change is how that bigotry is justified. My latest for  on last week's court ruling upholding Belgium's ban on kosher and halal slaughter "
1341145930217775104,homophobic,Twitter for iPhone,wheres that one little fag that i tolerate
1341127546239393792,not_sure,Twitter for Android,"  I think the # of Trump\'s ""evangelical Christian"" followers is greatly inflated. A large chunk of his supporters claim christianity but really just worship Trump for allowing them to feel secure in their bigotry. But any number of Trump\'s followers who abandon him is a good thing."
1341200098857013253,homophobic,Twitter for iPhone,Fuck this faggot 
1341178761186856960,non_homophobic,Twitter Web App,   That is because they are fake Christians using religion to justify their bigotry.
1341181742456004608,tie,Twitter for iPhone,"A random guy called me a faggot in traffic today. I’m not sure if it’s because my hair was down and I looked a lil feminine. Or maybe because I was comfortably vibing to “Gimmie! Gimmie! Gimmie!” By ABBA.  Either way, Its too bad he couldn’t just vibe with me🤷🏼\u200d♂️"
1341226306051207168,homophobic,Twitter Web App," considered bigotry. But when a woman says they hate men, it's tolerable. I suppose I could be seeing this from the wrong perspective, but I just feel like we shouldn't be hating on sexuality of a person that may have hurt you, y'know? It wasn't the sex, it was the person."
1341220314957680640,non_homophobic,Twitter for iPhone,"Much of red state America refused to see blue state America and cities as places full of real people: this oversight meant they refused to learn COVID lessons that could have saved a lot of lives.   Hate and bigotry kills, and often in rather unexpected ways."
1341163010405134403,non_homophobic,Twitter Web App,he called me a faggot 
1341140763216900097,non_homophobic,Twitter for Android," she'd read ur kin list and say ok faggot ur such a capitalist woowww [insert 50 other slurs]"
1341145661908119552,not_sure,Twitter Web App,"Rajdeep finds Sexist jibe Poetic  Because Raju and Sudhanshu go to same Shakha.. Although he tells the world it\'s just ""Morning Walk""   Old Values! of Bigotry erupts in his face He never got the memo ""sambhal  sambhal ke chalo"" century has gone by.. Cc   "
1341170631363190784,homophobic,Twitter for iPhone,no buildings draped in fag colors??? GOAT moves fr 
1341185825413840896,non_homophobic,Twitter Web App,"  The stress is a killer, the subconscious thought is grab a fag, have to breath and get past that.  Tried Vaping too, but it just filled my lungs with fluid.  4 years is good Animae, I'm looking forward to achieving that milestone."
1341176867827675136,homophobic,Twitter Web App, ur a fucking fag
1341178667125358593,non_homophobic,Twitter Web App,"  Lee wasnt a racist.  Also your ""only x thinks Y"" is the definition of bigotry and tyrannical views."
1341203129812054016,non_homophobic,Twitter for Android,"  Clearly you not agreeing to her politics is what cause this county to be in the shit hole it is. Trump isn't the only one to blame. It's also those who ignorantly voted for him even after seeing the bigotry he invoked. So yeah blame yourself too"
1341178733655433217,non_homophobic,Twitter for Android,  Christianity per se is not a bad thing. Homophobic and transphobic bigotry is.
1341150052497109000,non_homophobic,Twitter Web App," And here's a retort to Powell from right now. Make this anti-bigotry anthem  No.1 for Brexit Day Jan 1st 2021    "
1341145042447196161,not_sure,Twitter for iPhone, bisexual lightskin egocentric faggot fuck
1341172758588243968,homophobic,Twitter for Android,  idk faggot
1341237767695724546,non_homophobic,Twitter for iPhone,"any time I ignore cw’s on here related to particular trauma/bigotry I’m particularly sensitive to, I always end up regretting it   I need to take better care of myself when using the bad bird app"
1341240164220334080,not_sure,Twitter for Android, hey the spartans were also faggots
1341172171037683721,not_sure,Twitter for iPhone, Just having a fag
1341227355147182081,non_homophobic,Twitter Web App,"  no it's bush"
1341161408092889090,non_homophobic,Twitter for Android," Well said Doc.  What we're living through now is a grotesque parody of patriotism supercharged by bigotry and catapulted into the world by the lies of opportunists, spivs and charlatans.  #JohnsonHasFailedTheNation"
1341217955074457602,non_homophobic,Twitter for iPhone,Americans have always elected KKK white nationalists. This one is just a month old. The difference is now they are open about it because it’s the only way their bigotry can win in their smaller and smaller cahoots 
1341195969442897921,non_homophobic,Twitter for Android,  Bigotry? I think you are the one having the bigotry attack.   My speculation & polite enquiry was entirely reasonable given your choice of avatar.
1341235622539833344,non_homophobic,Twitter Web App, ngl I only wanna smoke sleepy faggot
1341234335433822214,non_homophobic,Twitter Web App, 3) Put in place a travel ban that was transparently aimed at specifically anybody who was Muslim...and managed to be extra transparent in this bigotry by excluding countries that HE PERSONALLY DOES BUSINESS WITH.
1341214195317153794,non_homophobic,Twitter Web App,  love being a faggot!
1341137917641510913,non_homophobic,Twitter for iPhone,"    You’ve demonstrated your disregard for the FACT by continuing to argue for a RACIST point of view.   Since you won’t stop arguing the point, I have to assume that you’re just as racist as the original comment.  So, as you said, it is indeed time to block you due to your bigotry."
1341136474008412161,not_sure,Twitter for Android," Seriously here's truth you are corrupted, your nothing but a fraud, and the reason you don't feel anything, except anger but only if you don't get what you want. No wonder your supporters like you because of all the hate, bigotry and racism that comes out of that disgusting mouth"
1341227827585196036,not_sure,Twitter for Android,  //....why MF Hussain thrown out of India for just making nude caricature of Durga ...//  Your deep seated bigotry is showing..
1341131467536130049,homophobic,Twitter for Android,420 blaze it faggot
1341166765808603136,homophobic,Twitter for Android,Hi yes my name is poor fag last name bitch
1341129460461039617,not_sure,Twitter for iPhone, No  its  just  fag
1341188916825583617,non_homophobic,Twitter for Android,"You literally cannot upset me by using ""faggot"" or ""retard"" or anything else. You could still upset me but it\'s not the words I\'d ever be crying about."
1341179180969541632,non_homophobic,Twitter for iPad, The Vatican is one of the most corrupt organizations on the planet ! Celibacy is un natural that’s why many priests abuse kids bigotry doesn’t come into it lots of love the plumber ✊✊
1341220595346784256,non_homophobic,Twitter for iPhone,johnny is the dealer
1341219452436680704,non_homophobic,Twitter for Android," Yes I'm fag too"
1341144857407057920,homophobic,Twitter for Android, Bring it on....he is a hot looking fag! Love toilet licking fags!
1341191282560004098,not_sure,Twitter for Android," must be the absolute worst platform for racism, bigotry, sexism and fascism   If you're white, you're racist. If you're black and calling for violence, it's activism?  Yeah, no!- that's not how it works.  #fuckthesystem #fuckaddicts #fuckjunkies #NoLivesMatter"
1341227241502597126,not_sure,Twitter for Android,"     Of course it's a subset of women.   You're too cowardly to call trans women men, so you have to make a new word to disguise your bigotry."
1341215561238233089,non_homophobic,Twitter for iPad,"   Well, racist Marsha cannot show her bigotry against black so she redirects her hatred against Chinese which is much more convenient."
1341171400112042001,non_homophobic,Twitter Web App,"If  TRULY wanted to stop ""celebrating the bigotry"" she would be insisting on the removal of the portraits of EVERY DEMOCRAT PRESIDENT prior to Jimmy Carter plus Bill Clinton from the White House. "
1341182844203380742,non_homophobic,Twitter for iPhone,   ??? Definitely have seen cis bi and cis lesbians get called faggot before
1341184612643581969,non_homophobic,Twitter for Android, Bigotry and Hypocrisy reign in the US Government. You are its Queen!!! #SpeakerPelosiStepDown 
1341128331555532800,non_homophobic,Twitter for iPhone,"    It’s not “wrongthink”, it’s open fucking bigotry, you asshole"
1341163583825174534,non_homophobic,Twitter for iPhone,"hey! I’m sure by now lots of people have informed you about the racist undertones behind this expression and how it is very offensive to Japanese women such as myself! blocking people who are attempting to educate you will confirm your bigotry, so take the opportunity to grow??? "
1341140609835397122,homophobic,Twitter for iPhone, Stay pressed faggot
1341213089463738369,homophobic,Twitter Web App, SAM THE FAGGOT.
1341157278850936836,non_homophobic,Twitter Web App,"I respect the fck out of putting BLM or “no trumpers” on one’s dating profile. When dating, I think letting love interests know you’re not ok with bigotry is important. I know so many couples who have been fighting non stop because one is a Trumper and the other is not."
1341146907591270400,homophobic,Twitter for iPhone,    Imagine having 3 genders shut your faggot ass up dont no one care 😂😂😂
1341181580237303809,homophobic,Twitter for iPhone,  Better than Sam stfu you fuking fag
1341220696832274434,not_sure,Twitter Web App,    Did you whitewash your Communistic bigotry? And your thirst for revenge by people who never owned slave for people who were never slaves.  I would say yes.
1341194887111163905,tie,Twitter for iPhone, JASMIN IS A CAPRICORN YOU FAG
1341121444848291840,non_homophobic,Twitter for Android," It's the best isn't it 🙃🙃🙃🙃 Gotta love that this very clear form of bigotry is getting more popular in the public and media."
1341166480461803521,homophobic,Twitter for iPad,  ugly ass faggot delete comment or i’ll d/x u
1341117985537318912,non_homophobic,Twitter Web App, Because they are as thick as pig shit and twice as fucking odious; and substitute BIGOTRY for thinking
1341169554916061184,homophobic,Plume\xa0for\xa0Android,"this fucking faggot.. can't stand his gay ass .. weak cunt.."
1341153741920190465,non_homophobic,Twitter for iPhone, You are referring to the Dragon? I am boycotting it from now on. They are far too willing to print and reprint the anti-cyclist bigotry and hate-speech - there have been numerous letters which if cyclist was replaced with a racial group would result in police action.
1341154939897298944,non_homophobic,Twitter for Android,Lmao called this guy a transphobe (which he is) and he blocked me. Maybe you are the one determined to be offended when I called out your bigotry. 
1341154067901517824,non_homophobic,Twitter for Android,              So you are just buddy buddy with boss man and suck up to him while shitting on the young guys so you can keep your job. Meanwhile turning your back on your co-workers when they complain about things like your bigotry or your bosses bigotry.
1341116908729470979,non_homophobic,Twitter for iPhone, i’ll pop round for a brew and a fag soon x
1341139880034922499,homophobic,Twitter Web App,"  Faggot sorority power, go!"
1341208533388447744,non_homophobic,Twitter for Android," Twitter says it is committed to protecting it's community against hate speech, racism, bigotry, and racism but racial epithets on white people is acceptable to #Twitter. Hate is hate and only begets more hate. This post is racial hate speech disguised as humor. #antiracism"
1341148261705519104,homophobic,Twitter for iPhone,    Shut up not a word faggot
1341238562000388096,not_sure,Twitter for iPhone,"Dropping a new sex vid, getting a hand job & blow job so subscribe you faggot pigs 🐽 "
1341203637670981633,homophobic,Twitter for iPhone,  Oh shit your faggot ass up. Has nothing to do with Tiktok you fucking moron.
1341224864275980293,homophobic,Twitter for iPhone, also fag
1341168121772589059,homophobic,Twitter for Android,"Idk how my mom is still in shock that I'm a fag. Bitch should have known at LEAST by my 15th birthday when I was gifted a framed, HD, black and white picture of Ruby Rose in a tank top."
1341124954729885703,non_homophobic,Twitter Web App,god why am 8 i acting zo gay sorr u guyz hav 2 deal with my fag azz
1341210842138877956,homophobic,Twitter Web App," Faggot is a term for a bundle of sticks used for fuel lmfaooo they're getting mad over nothing 🤣🤣"
1341114418759950340,non_homophobic,Twitter Web App," Make this anti-bigotry anthem No1 for Brexit Day Jan 1st  #EricClapton 's worst nightmare. "
1341188937755340800,non_homophobic,Twitter Web App,"   ""fag"" also you: "
1341113149030850563,non_homophobic,Twitter for iPhone, Lol... No phone bigotry here
1341123295199031297,non_homophobic,Twitter for iPhone," it's almost as if we see this dynamic replicated a millionfold as we Participate in society but what do we know"
1341106088461025280,homophobic,Twitter for Android, Faggot?
1341110307649847296,not_sure,Twitter Web App,"yeah i'm GAMING  Getting called A faggot M In overwatch N G"
1341122593735270405,non_homophobic,Twitter Web App," Let's show we're not TSR.Make this anti-bigotry anthem No1 for Brexit Day Jan 1st  "
1341088734285062144,non_homophobic,Twitter Web App,"  When the national media of a so-called ""progressive"" country embraces bigotry their nonsense filters out to other countries and affects them too."
1341118764717228032,non_homophobic,Twitter for iPhone, carpet swatter and clothesline integrity councilperson. they call me faggot but little do they know next year i’ll be chairperson of laundry heh
1341112724496003078,non_homophobic,Twitter Web App,"    I don't think these arguments are intended to refute that idea, but it illustrates a point I've been making for several years, that across groups, effects of the past & present bigotry are felt wildly differently across groups."
1341119520510013440,homophobic,Twitter for iPhone,  Get lost faggot
1341124679994490880,non_homophobic,Twitter Web App," The positive: being constantly surrounded by smart, hardworking, accomplished people gave me a healthy dose of humility and grace. The negative: some bullying, gaslighting, and bigotry made me more anxious, timid, and self-doubting. But on balance, mostly positive change."
1341119691960377344,non_homophobic,Twitter Web App,"   The US is an amalgamation of cuisines, including fusion cuisines. I think it has variety but I'm not sure about better. The only case I can think of where it's objectively better is our Mexican, Tex-Mex, and Mex-US fusion food."
1341093599128088576,non_homophobic,Twitter for iPhone,    Rich women are perfectly free to express their bigotry just like everyone else is perfectly free to call them a bigot.
1341117422548480002,non_homophobic,Twitter Web App,Ive said it already but once again fuck JK Rowlings bigotry and fuck the BBC for awarding her for it.
1341124039369240576,not_sure,Twitter for iPhone, Not faggot ass. You sound like me 😂
1341100391262343168,homophobic,Twitter for Android,"Twitter did this to me for defending Taehyung with that white fag who made fun of him because he can't speak  english properly. "
1341111481375444993,non_homophobic,Twitter for Android,"   When you realize Trump basically stole Sanders populist policies, turned it into emply platitudes, and then just added a shit ton of bigotry to win in 2016, its actually not that improbable."
1341109207022637062,non_homophobic,Twitter Web App," Man, those guys'll turn on anyone who says No to them!  Well, GOP, you invite them into your tent; feed their  racism, xenophobia, religious bigotry and disproportionate hatred for Democrats, and keep them in a state of fear and rage.  What's your plan for when they turn on YOU?"
1341099459812470784,not_sure,Twitter for iPad,Spit and put clamps on. Rt please. Follow me! #gaydad #gayboysvideos #gaydaddy #gaydm #gaydude #gayguy #gayhole #gaylads #gayman #gaynaked #gaynudist  #gayvideo #gayvoyeur #exposedfaggot  #fag #gaydirty #dirtyass  
1341096466144763904,non_homophobic,Twitter for Android," 99% of them are already vaccinated, which explains their opinions"
1341075225639874563,non_homophobic,Twitter for Android, if youre bored im available to talk or whatever until 1:30
1341086844302323715,not_sure,Twitter Web App,"    Actually isn\'t, as ""true hermaphrodite"" intersex people have been born.  But don\'t let science & facts stop your bigotry"
1341080438287134720,homophobic,Twitter Web App, Hallo Faggot
1341072159486189568,homophobic,Twitter Web App, raef walker pushed me down at recess and called me a fag
